Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
49290,18,1152,10,8,644,ftp_data,SF,tcp,2,2,255,0.28,0.02,0,0
49291,18,1152,10,8,644,discard,S0,tcp,194,1,255,0.07,0.05,0,1
49294,20,1276,10,10,644,Z39_50,S0,tcp,260,13,255,0.05,0.06,0,1
49292,20,1276,10,10,644,ftp_data,SF,tcp,4,4,37,0.27,0.08,0,0
49293,20,1276,10,10,644,domain_u,SF,udp,82,162,255,1,0.01,133,0
49295,20,1276,10,10,644,eco_i,SF,icmp,1,17,2,1,0,0,1
49296,20,1276,10,10,644,private,S0,tcp,226,11,255,0.04,0.09,0,1
49297,20,1276,10,10,644,http,REJ,tcp,1,1,2,1,0,0,0
49298,20,1276,10,10,644,ftp_data,REJ,tcp,221,11,255,0.04,0.08,0,1
49299,20,1276,10,10,644,http,SF,tcp,5,4,74,1,0,8314,1
49301,18,1152,10,8,644,private,S0,tcp,129,12,255,0.05,0.05,0,1
49303,18,1152,10,8,644,http,SF,tcp,19,20,39,1,0,913,0
49300,18,1152,10,8,644,http,SF,tcp,13,23,140,1,0,434,0
49302,18,1152,10,8,644,http,SF,tcp,7,46,212,1,0,1650,0
49304,18,1152,10,8,644,ecr_i,SF,icmp,478,478,131,1,0,0,1
49305,18,1152,10,8,644,domain_u,SF,udp,206,206,255,1,0,72,0
49307,18,1152,10,8,644,http,SF,tcp,1,1,255,1,0,175,0
49306,18,1152,10,8,644,private,REJ,tcp,296,1,255,0,0.97,0,1
1740,342,87384,198,144,63192,http,SF,tcp,2,7,255,0.99,0.01,1380,0
49308,20,1276,10,10,644,http,SF,tcp,7,8,255,1,0,272,0
49309,20,1276,10,10,644,bgp,S0,tcp,269,11,255,0.04,0.07,0,1
49311,20,1276,10,10,644,mtp,S0,tcp,300,20,255,0.08,0.07,0,1
49310,20,1276,10,10,644,bgp,S0,tcp,126,11,255,0.04,0.07,0,1
49313,20,1276,10,10,644,ftp_data,SF,tcp,1,1,72,0.46,0.07,0,0
49314,20,1276,10,10,644,http,SF,tcp,5,5,255,1,0,1471,0
49315,20,1276,10,10,644,ftp_data,SF,tcp,1,1,255,0.1,0.01,0,0
49312,20,1276,10,10,644,auth,S0,tcp,227,18,255,0.07,0.05,0,1
49317,18,1152,10,8,644,private,S0,tcp,168,25,255,0.1,0.05,0,1
49319,18,1152,10,8,644,domain_u,SF,udp,2,4,174,0.19,0.04,0,0
49316,18,1152,10,8,644,ldap,S0,tcp,2,1,255,0.04,0.09,0,1
49318,18,1152,10,8,644,mtp,REJ,tcp,287,16,255,0.06,0.07,0,1
49320,18,1152,10,8,644,other,SF,udp,1,1,255,0.01,0.52,0,0
49321,18,1152,10,8,644,eco_i,SF,icmp,1,19,1,1,0,0,1
49322,18,1152,10,8,644,eco_i,SF,icmp,1,15,1,1,0,0,1
49323,18,1152,10,8,644,ftp,SF,tcp,1,1,54,0.19,0.06,4152,0
49326,20,1276,10,10,644,Z39_50,S0,tcp,257,9,255,0.04,0.07,0,1
49325,20,1276,10,10,644,domain_u,SF,udp,130,212,255,1,0,44,0
49327,20,1276,10,10,644,http,SF,tcp,3,4,13,1,0,3005,0
49328,20,1276,10,10,644,domain_u,SF,udp,15,22,255,1,0,46,0
49324,20,1276,10,10,644,klogin,S0,tcp,98,12,255,0.05,0.06,0,1
49329,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,575,0
49330,20,1276,10,10,644,http,SF,tcp,1,1,12,1,0,289,0
49331,20,1276,10,10,644,private,S0,tcp,235,3,255,0.02,0.06,0,1
137,10,940,10,0,940,http,SF,tcp,7,7,162,1,0,3636,0
49332,18,1152,10,8,644,smtp,SF,tcp,1,2,185,0.65,0.03,333,0
49333,18,1152,10,8,644,private,S0,tcp,206,11,255,0.06,0.07,0,1
49335,18,1152,10,8,644,smtp,S0,tcp,2,2,57,0.58,0.09,0,0
49334,18,1152,10,8,644,bgp,S0,tcp,124,2,255,0.07,0.07,0,1
49336,18,1152,10,8,644,private,SF,udp,99,99,255,0.39,0.02,0,1
49337,18,1152,10,8,644,link,S0,tcp,254,18,255,0.07,0.05,0,1
49338,18,1152,10,8,644,ftp_data,S0,tcp,6,2,255,0.25,0.02,0,1
49339,18,1152,10,8,644,private,S0,tcp,171,4,255,0.02,0.05,0,1
49342,20,1276,10,10,644,http,SF,tcp,2,14,255,1,0,421,0
49340,20,1276,10,10,644,http,SF,tcp,6,7,88,1,0,2125,0
49341,20,1276,10,10,644,domain_u,SF,udp,156,222,255,0.91,0.02,140,0
49343,20,1276,10,10,644,private,REJ,tcp,235,4,255,0.02,0.07,0,1
49345,20,1276,10,10,644,supdup,S0,tcp,296,23,255,0.09,0.05,0,1
49344,20,1276,10,10,644,http,SF,tcp,18,21,255,1,0,703,0
49346,20,1276,10,10,644,telnet,S0,tcp,10,10,50,0.2,0.06,0,1
49347,20,1276,10,10,644,private,S0,tcp,108,15,255,0.02,0.06,0,1
49349,18,1152,10,8,644,ftp_data,SF,tcp,1,1,6,0.83,0.33,0,0
49351,18,1152,10,8,644,http,SF,tcp,10,10,94,1,0,781,0
49348,18,1152,10,8,644,uucp_path,S0,tcp,279,18,255,0.01,0.07,0,1
49350,18,1152,10,8,644,private,S0,tcp,117,15,255,0.02,0.07,0,1
49352,18,1152,10,8,644,whois,S0,tcp,127,7,255,0.03,0.05,0,1
49353,18,1152,10,8,644,ftp,S0,tcp,224,19,255,0.07,0.05,0,1
49354,18,1152,10,8,644,http,SF,tcp,1,1,3,1,0,10421,0
49355,18,1152,10,8,644,smtp,SF,tcp,1,1,19,0.95,0.11,329,0
49356,20,1276,10,10,644,private,S0,tcp,138,10,255,0.05,0.07,0,1
49357,20,1276,10,10,644,domain_u,SF,udp,73,153,255,0.94,0.01,133,0
49358,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.74,0,1
49359,20,1276,10,10,644,http,SF,tcp,4,4,101,1,0,13144,0
49360,20,1276,10,10,644,daytime,S0,tcp,263,10,255,0.04,0.08,0,1
49362,20,1276,10,10,644,private,S0,tcp,209,10,255,0.07,0.07,0,1
49361,20,1276,10,10,644,http,SF,tcp,6,7,255,1,0,349,0
49363,20,1276,10,10,644,private,S0,tcp,102,10,255,0.02,0.07,0,1
49364,18,1152,10,8,644,netbios_ns,REJ,tcp,138,3,255,0.01,0.07,0,1
49365,18,1152,10,8,644,private,S0,tcp,228,18,255,0.02,0.08,0,1
49367,18,1152,10,8,644,telnet,S0,tcp,37,8,255,0.24,0.02,0,1
49368,18,1152,10,8,644,ctf,S0,tcp,281,11,255,0.04,0.05,0,1
49366,18,1152,10,8,644,ftp_data,SF,tcp,4,4,32,0.47,0.06,0,0
49369,18,1152,10,8,644,private,S0,tcp,9,3,255,0.01,0.07,0,1
49370,18,1152,10,8,644,domain_u,SF,udp,290,290,255,0.98,0.01,128,0
49371,18,1152,10,8,644,http,REJ,tcp,1,1,2,1,0,0,0
49372,20,1276,10,10,644,auth,S0,tcp,277,11,255,0.04,0.07,0,1
49373,20,1276,10,10,644,domain_u,SF,udp,72,150,255,0.76,0.02,110,0
49374,20,1276,10,10,644,private,S0,tcp,229,12,255,0.05,0.07,0,1
49375,20,1276,10,10,644,printer,S0,tcp,134,4,255,0.02,0.05,0,1
49376,20,1276,10,10,644,ftp_data,S0,tcp,17,5,255,0.19,0.05,0,1
49378,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.24,0,1
49377,20,1276,10,10,644,private,SF,udp,4,1,255,0.59,0.01,145,0
49379,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,2120,0
49380,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.5,0,1
49383,20,1276,10,10,644,http,SF,tcp,8,9,108,1,0,5376,0
49382,20,1276,10,10,644,auth,S0,tcp,205,3,255,0.01,0.06,0,1
49381,20,1276,10,10,644,private,REJ,tcp,266,1,255,0,1,0,1
49385,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,13560,0
49384,20,1276,10,10,644,private,S0,tcp,187,16,255,0.01,0.07,0,1
49386,20,1276,10,10,644,http,SF,tcp,16,37,255,1,0,804,0
49387,20,1276,10,10,644,time,S0,tcp,248,1,255,0,0.05,0,1
49388,18,1152,10,8,644,iso_tsap,S0,tcp,161,14,255,0.05,0.07,0,1
49389,18,1152,10,8,644,http,S0,tcp,5,3,255,0.25,0.02,0,1
49390,18,1152,10,8,644,ecr_i,SF,icmp,509,509,188,0.23,0.02,0,1
49391,18,1152,10,8,644,smtp,SF,tcp,1,1,239,0.59,0.03,324,0
49392,18,1152,10,8,644,private,S0,tcp,143,6,255,0.03,0.08,0,1
49393,18,1152,10,8,644,private,S0,tcp,126,16,255,0.06,0.07,0,1
49394,18,1152,10,8,644,private,SF,udp,3,3,255,0.02,0.98,0,1
49395,18,1152,10,8,644,private,S0,tcp,6,6,255,0.02,0.08,0,1
143,2,180,2,0,180,ftp_data,S0,tcp,48,15,255,0.02,0.07,0,1
49396,20,1276,10,10,644,domain_u,SF,udp,227,228,255,0.72,0.01,117,0
49398,20,1276,10,10,644,smtp,SF,tcp,1,1,66,0.71,0.06,333,0
49397,20,1276,10,10,644,other,SF,udp,4,2,255,0.01,0.56,105,0
49399,20,1276,10,10,644,supdup,S0,tcp,284,12,255,0.05,0.06,0,1
49400,20,1276,10,10,644,domain_u,SF,udp,288,288,255,0.97,0.01,71,0
49401,20,1276,10,10,644,private,S0,tcp,260,12,255,0.05,0.09,0,1
49403,20,1276,10,10,644,domain_u,SF,udp,5,10,255,0.96,0.01,42,0
49402,20,1276,10,10,644,http,S0,tcp,64,19,255,0.16,0.04,0,1
49405,18,1152,10,8,644,hostnames,S0,tcp,14,2,255,0.01,0.09,0,1
49406,18,1152,10,8,644,eco_i,SF,icmp,1,18,1,1,0,0,1
49404,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.03,0.01,494,0
49407,18,1152,10,8,644,domain_u,SF,udp,72,152,255,1,0,131,0
49409,18,1152,10,8,644,eco_i,SF,icmp,1,43,1,1,0,0,1
49408,18,1152,10,8,644,private,S0,tcp,205,5,255,0.04,0.06,0,1
49410,18,1152,10,8,644,http,SF,tcp,8,9,25,1,0,798,0
49411,18,1152,10,8,644,domain_u,SF,udp,229,229,255,1,0.01,79,0
49413,20,1276,10,10,644,private,REJ,tcp,39,16,255,0.05,0.06,0,1
49412,20,1276,10,10,644,http,SF,tcp,5,5,160,1,0,5735,0
49414,20,1276,10,10,644,http,SF,tcp,3,3,249,1,0,8314,1
49415,20,1276,10,10,644,private,S0,tcp,183,8,255,0.08,0.06,0,1
49416,20,1276,10,10,644,http,SF,tcp,1,1,1,1,0,2432,0
49417,20,1276,10,10,644,private,S0,tcp,198,11,255,0.04,0.08,0,1
49418,20,1276,10,10,644,eco_i,SF,icmp,1,45,2,1,0,0,1
49419,20,1276,10,10,644,domain_u,SF,udp,75,155,255,1,0,132,0
49422,18,1152,10,8,644,mtp,S0,tcp,230,8,255,0.03,0.06,0,1
49420,18,1152,10,8,644,ftp_data,SF,tcp,1,1,255,0.24,0.02,0,0
49421,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.51,0,1
49423,18,1152,10,8,644,domain_u,SF,udp,103,185,255,1,0.01,135,0
49425,18,1152,10,8,644,http,SF,tcp,18,18,255,1,0,11472,0
49424,18,1152,10,8,644,http,SF,tcp,9,9,255,0.99,0.01,15646,0
49426,18,1152,10,8,644,other,REJ,tcp,509,1,255,0,1,0,1
49427,18,1152,10,8,644,http,SF,tcp,7,7,199,1,0,2252,0
49429,20,1276,10,10,644,eco_i,SF,icmp,1,34,2,1,0,0,1
49431,20,1276,10,10,644,http,SF,tcp,9,9,9,1,0,3300,0
49428,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,406,0
49432,20,1276,10,10,644,pop_3,S0,tcp,155,11,255,0,0.06,0,1
49430,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.99,0,1
49433,20,1276,10,10,644,http,SF,tcp,2,2,255,1,0,8314,1
49434,20,1276,10,10,644,echo,S0,tcp,172,1,255,0,0.07,0,1
49435,20,1276,10,10,644,domain_u,SF,udp,75,155,255,0.95,0.01,137,0
49438,18,1152,10,8,644,http,SF,tcp,10,10,10,1,0,6273,0
49436,18,1152,10,8,644,finger,S0,tcp,54,13,255,0.25,0.02,0,1
49437,18,1152,10,8,644,http,RSTO,tcp,1,1,255,1,0,0,0
49439,18,1152,10,8,644,http,SF,tcp,24,25,66,1,0,8171,0
49441,18,1152,10,8,644,http,SF,tcp,1,1,43,1,0,1953,0
49440,18,1152,10,8,644,ftp,S0,tcp,244,7,255,0.03,0.07,0,1
49442,18,1152,10,8,644,ftp,SF,tcp,1,1,208,0.28,0.02,4152,0
49443,18,1152,10,8,644,http,SF,tcp,14,32,255,1,0,3355,0
49446,20,1276,10,10,644,telnet,S0,tcp,70,16,150,0.24,0.03,0,1
49444,20,1276,10,10,644,http,SF,tcp,8,8,9,1,0,1547,0
49445,20,1276,10,10,644,private,REJ,tcp,1,1,47,0.02,1,0,1
49447,20,1276,10,10,644,pop_3,S0,tcp,222,6,255,0.05,0.07,0,1
49448,20,1276,10,10,644,http,SF,tcp,1,2,7,1,0,2790,0
49449,20,1276,10,10,644,telnet,SF,tcp,1,1,53,0.25,0.09,1820,0
49450,20,1276,10,10,644,domain_u,SF,udp,37,37,255,0.65,0.01,72,0
49451,20,1276,10,10,644,http,SF,tcp,3,3,255,1,0,316,0
135,1,78,1,0,78,smtp,S3,tcp,1,1,46,0.93,0.04,333,0
49455,18,1152,10,8,644,daytime,S0,tcp,102,13,255,0.01,0.07,0,1
49454,18,1152,10,8,644,http,SF,tcp,12,13,13,1,0,9910,0
49452,18,1152,10,8,644,http,SF,tcp,17,24,73,1,0,1158,0
49453,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.24,0.02,0,1
49456,18,1152,10,8,644,ecr_i,SF,icmp,444,444,185,1,0,0,1
49457,18,1152,10,8,644,sunrpc,S0,tcp,299,3,255,0.01,0.07,0,1
49458,18,1152,10,8,644,ldap,REJ,tcp,273,8,255,0.03,0.07,0,1
49459,18,1152,10,8,644,hostnames,REJ,tcp,276,20,255,0.08,0.07,0,1
49462,20,1276,10,10,644,domain_u,SF,udp,64,214,204,0.8,0.01,128,0
49463,20,1276,10,10,644,private,S0,tcp,111,18,255,0.12,0.06,0,1
49461,20,1276,10,10,644,ftp,SF,tcp,1,1,72,0.53,0.07,4152,0
49460,20,1276,10,10,644,http,SF,tcp,2,2,248,1,0,8314,1
49465,20,1276,10,10,644,nnsp,S0,tcp,100,4,255,0.02,0.06,0,1
49466,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.45,105,0
49464,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.85,0,0
49467,20,1276,10,10,644,http,SF,tcp,1,1,187,1,0,2411,0
49468,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.68,105,0
49469,20,1276,10,10,644,http,SF,tcp,11,11,26,1,0,1078,0
49470,20,1276,10,10,644,ftp_data,S0,tcp,64,14,255,0.29,0.02,0,1
49471,20,1276,10,10,644,http,SF,tcp,16,30,224,1,0,296,0
49473,20,1276,10,10,644,domain_u,SF,udp,5,6,62,0.61,0.05,32,0
49472,20,1276,10,10,644,ftp_data,S0,tcp,20,20,255,0.25,0.02,0,1
49475,20,1276,10,10,644,ntp_u,SF,udp,1,1,45,0.53,0.07,48,0
49474,20,1276,10,10,644,telnet,S0,tcp,43,7,255,0.26,0.02,0,1
49477,18,1152,10,8,644,http,SF,tcp,13,13,150,1,0,990,0
49479,18,1152,10,8,644,http,SF,tcp,1,2,255,1,0,2431,0
49478,18,1152,10,8,644,private,S0,tcp,102,16,255,0.08,0.07,0,1
49476,18,1152,10,8,644,smtp,SF,tcp,1,1,29,0.59,0.14,328,0
49480,18,1152,10,8,644,smtp,SF,tcp,1,4,104,0.89,0.04,370,0
49481,18,1152,10,8,644,domain_u,SF,udp,20,20,255,0.66,0.01,115,0
49482,18,1152,10,8,644,other,REJ,tcp,329,1,255,0,1,0,1
49483,18,1152,10,8,644,private,S0,tcp,12,5,255,0.05,0.09,0,1
49487,20,1276,10,10,644,http,SF,tcp,13,13,255,1,0,4359,0
49484,20,1276,10,10,644,time,S0,tcp,5,3,255,0.04,0.08,0,1
49485,20,1276,10,10,644,smtp,SF,tcp,2,1,140,0.56,0.05,283,0
49488,20,1276,10,10,644,smtp,SF,tcp,1,1,2,1,0,333,0
49486,20,1276,10,10,644,http,S0,tcp,9,9,11,0.82,0.18,0,1
49490,20,1276,10,10,644,ftp_data,SF,tcp,2,2,12,0.5,0.17,0,0
49489,20,1276,10,10,644,private,S0,tcp,213,18,255,0.07,0.07,0,1
49491,20,1276,10,10,644,private,S0,tcp,69,12,255,0.05,0.07,0,1
49492,18,1152,10,8,644,finger,S0,tcp,144,22,255,0.04,0.06,0,1
49494,18,1152,10,8,644,ecr_i,SF,icmp,511,511,205,0.29,0.01,0,1
49495,18,1152,10,8,644,smtp,SF,tcp,1,3,83,0.41,0.04,329,0
49493,18,1152,10,8,644,pop_3,S0,tcp,199,7,255,0.03,0.07,0,1
49496,18,1152,10,8,644,ftp_data,SF,tcp,18,18,126,0.25,0.03,0,0
49497,18,1152,10,8,644,supdup,REJ,tcp,226,12,255,0.05,0.09,0,1
49498,18,1152,10,8,644,ftp_data,S0,tcp,30,10,32,0.31,0.09,0,1
49499,18,1152,10,8,644,http,SF,tcp,5,5,29,1,0,1022,0
49501,20,1276,10,10,644,systat,S0,tcp,123,17,255,0.04,0.06,0,1
49500,20,1276,10,10,644,http,SF,tcp,9,10,255,1,0,1856,0
49502,20,1276,10,10,644,private,REJ,tcp,115,9,255,0.04,0.07,0,1
49503,20,1276,10,10,644,domain_u,SF,udp,309,309,255,1,0.01,129,0
49504,20,1276,10,10,644,private,S0,tcp,93,10,255,0.04,0.07,0,1
49505,20,1276,10,10,644,ftp_data,SF,tcp,1,1,5,1,0,0,1
49506,20,1276,10,10,644,http,SF,tcp,26,52,228,1,0,620,0
49507,20,1276,10,10,644,finger,SF,tcp,2,1,217,0.03,0.03,140,0
49510,18,1152,10,8,644,private,REJ,tcp,1,1,9,0.11,1,0,1
49511,18,1152,10,8,644,bgp,S0,tcp,263,5,255,0.02,0.07,0,1
49508,18,1152,10,8,644,private,SF,udp,34,22,255,0.09,0.17,0,1
49509,18,1152,10,8,644,smtp,SF,tcp,1,1,100,0.87,0.04,406,0
49512,18,1152,10,8,644,ftp_data,S0,tcp,38,8,118,0.24,0.03,0,1
49513,18,1152,10,8,644,login,S0,tcp,123,1,255,0,0.07,0,1
49514,18,1152,10,8,644,iso_tsap,S0,tcp,243,19,255,0.07,0.07,0,1
49515,18,1152,10,8,644,domain,S0,tcp,213,15,255,0.06,0.05,0,1
49516,20,1276,10,10,644,http,SF,tcp,21,21,255,1,0,1012,0
49517,20,1276,10,10,644,private,S0,tcp,135,4,255,0.06,0.07,0,1
49518,20,1276,10,10,644,private,S0,tcp,267,18,255,0.07,0.08,0,1
49519,20,1276,10,10,644,private,S0,tcp,26,15,255,0.06,0.07,0,1
49520,20,1276,10,10,644,ftp,SF,tcp,1,1,19,0.11,0.32,3081,0
49521,20,1276,10,10,644,http,REJ,tcp,1,1,9,1,0,0,0
49522,20,1276,10,10,644,ecr_i,SF,icmp,423,423,255,1,0,0,1
49523,20,1276,10,10,644,http,SF,tcp,30,68,255,1,0,768,0
49524,20,1276,10,10,644,http_443,S0,tcp,117,19,255,0.02,0.06,0,1
49527,20,1276,10,10,644,private,S0,tcp,139,18,125,0.02,0.12,0,1
49525,20,1276,10,10,644,private,S0,tcp,84,20,255,0.04,0.06,0,1
49526,20,1276,10,10,644,http,SF,tcp,7,7,7,1,0,50694,0
49529,20,1276,10,10,644,other,SF,udp,32,2,255,0.01,0.17,0,1
49530,20,1276,10,10,644,iso_tsap,S0,tcp,250,11,255,0.05,0.07,0,1
49528,18,1152,10,8,644,other,SF,udp,211,211,211,1,0,4,0
49531,18,1152,10,8,644,eco_i,SF,icmp,1,22,2,1,0,0,1
143,2,180,2,0,180,private,SF,udp,1,1,169,0.86,0.01,0,1
49533,20,1276,10,10,644,private,REJ,tcp,101,2,176,0.01,0.07,0,1
49534,20,1276,10,10,644,http,SF,tcp,1,2,255,0.96,0.01,2698,0
49535,20,1276,10,10,644,smtp,SF,tcp,1,1,22,0.32,0.09,408,0
49532,20,1276,10,10,644,http,SF,tcp,5,14,30,1,0,5549,0
49536,20,1276,10,10,644,whois,S0,tcp,224,7,255,0.03,0.08,0,1
49537,20,1276,10,10,644,private,RSTR,tcp,2,2,176,0.01,0.16,0,1
49538,20,1276,10,10,644,http,SF,tcp,7,7,255,1,0,1158,0
49539,20,1276,10,10,644,eco_i,SF,icmp,1,1,1,1,0,0,1
49540,18,1152,10,8,644,http,SF,tcp,7,21,232,1,0,7355,0
49541,18,1152,10,8,644,smtp,SF,tcp,1,1,103,0.79,0.03,325,0
49542,18,1152,10,8,644,domain_u,SF,udp,179,179,255,1,0,76,0
49543,18,1152,10,8,644,eco_i,SF,icmp,1,13,2,1,0,0,1
49544,18,1152,10,8,644,http,SF,tcp,2,2,88,1,0,8892,0
49545,18,1152,10,8,644,ftp_data,S0,tcp,221,14,255,0.07,0.08,0,1
49546,18,1152,10,8,644,private,S0,tcp,209,18,255,0.05,0.06,0,1
49547,18,1152,10,8,644,systat,S0,tcp,243,21,255,0.08,0.06,0,1
133,2,124,2,0,124,http,SF,tcp,15,24,255,1,0,4988,0
49548,20,1276,10,10,644,telnet,RSTO,tcp,1,1,57,0.28,0.11,251,0
49551,20,1276,10,10,644,http_443,S0,tcp,45,8,255,0.03,0.08,0,1
49549,20,1276,10,10,644,Z39_50,S0,tcp,274,20,255,0.08,0.06,0,1
49550,20,1276,10,10,644,ftp_data,SF,tcp,2,2,255,0.41,0.03,0,0
49552,20,1276,10,10,644,domain_u,SF,udp,1,1,255,0.92,0.01,73,0
49553,20,1276,10,10,644,smtp,SF,tcp,1,1,46,0.89,0.11,365,0
49554,20,1276,10,10,644,eco_i,SF,icmp,1,4,1,1,0,0,1
49555,20,1276,10,10,644,private,REJ,tcp,263,7,255,0.03,0.07,0,1
49557,18,1152,10,8,644,http,SF,tcp,13,14,255,1,0,11415,0
49559,18,1152,10,8,644,X11,SF,tcp,1,1,255,0,0.03,410092,0
49558,18,1152,10,8,644,http,SF,tcp,5,5,212,1,0,1237,0
49556,18,1152,10,8,644,http,S0,tcp,204,13,255,0.05,0.07,0,1
49560,18,1152,10,8,644,mtp,S0,tcp,300,20,255,0.08,0.08,0,1
49561,18,1152,10,8,644,private,S0,tcp,171,9,255,0.04,0.05,0,1
49562,18,1152,10,8,644,private,REJ,tcp,281,14,255,0.11,0.07,0,1
49563,18,1152,10,8,644,other,RSTR,tcp,2,2,255,0.01,0.65,0,1
49565,20,1276,10,10,644,domain_u,SF,udp,68,146,246,0.66,0.01,132,0
49566,20,1276,10,10,644,smtp,SF,tcp,1,1,247,0.62,0.09,333,0
49564,20,1276,10,10,644,http,SF,tcp,20,20,20,1,0,547,0
49567,20,1276,10,10,644,http,SF,tcp,13,42,226,1,0,2522,0
49568,20,1276,10,10,644,http,SF,tcp,1,8,35,1,0,757,0
49569,20,1276,10,10,644,smtp,OTH,tcp,1,1,73,0.23,0.36,0,1
49570,20,1276,10,10,644,hostnames,S0,tcp,295,24,255,0.09,0.05,0,1
49571,20,1276,10,10,644,eco_i,SF,icmp,1,1,1,1,0,0,1
49574,18,1152,10,8,644,ftp_data,SF,tcp,1,1,255,0.03,0.02,0,0
49572,18,1152,10,8,644,http_8001,S0,tcp,510,1,255,0,1,0,1
49573,18,1152,10,8,644,private,REJ,tcp,144,3,255,0.01,0.06,0,1
49575,18,1152,10,8,644,http,SF,tcp,17,17,255,1,0,2794,0
49576,18,1152,10,8,644,http,REJ,tcp,12,12,43,1,0,0,0
49577,18,1152,10,8,644,http,SF,tcp,19,21,248,1,0,650,0
49578,18,1152,10,8,644,eco_i,SF,icmp,1,31,2,1,0,0,1
49579,18,1152,10,8,644,http,SF,tcp,11,23,255,1,0,664,0
49580,20,1276,10,10,644,http,SF,tcp,1,2,255,1,0,8314,1
49581,20,1276,10,10,644,private,S0,tcp,36,13,255,0.05,0.09,0,1
49583,20,1276,10,10,644,other,REJ,tcp,496,1,255,0,1,0,1
49582,20,1276,10,10,644,smtp,SF,tcp,1,3,241,0.66,0.02,401,0
49584,20,1276,10,10,644,auth,SF,tcp,1,1,242,0.06,0.02,37,0
49587,20,1276,10,10,644,telnet,RSTO,tcp,296,19,255,0.07,0.07,0,1
49586,20,1276,10,10,644,private,S0,tcp,113,5,255,0.05,0.06,0,1
49585,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.13,0.1,0,1
49589,18,1152,10,8,644,http,SF,tcp,10,14,100,1,0,307,0
49588,18,1152,10,8,644,http,SF,tcp,15,26,40,1,0,1582,0
49591,18,1152,10,8,644,telnet,SF,tcp,1,1,124,0.02,0.07,7768,0
49592,18,1152,10,8,644,http,SF,tcp,14,19,62,1,0,1606,0
49590,18,1152,10,8,644,http,REJ,tcp,1,1,3,1,0,0,0
49593,18,1152,10,8,644,login,RSTO,tcp,119,4,255,0.02,0.07,0,1
49594,18,1152,10,8,644,http,SF,tcp,2,22,104,1,0,1958,0
49595,18,1152,10,8,644,http,S0,tcp,2,2,57,1,0,0,0
49597,20,1276,10,10,644,http,SF,tcp,22,23,255,1,0,9693,0
49599,20,1276,10,10,644,domain_u,SF,udp,253,253,255,0.88,0.01,79,0
49598,20,1276,10,10,644,http,SF,tcp,4,3,255,1,0.01,274,0
49596,20,1276,10,10,644,iso_tsap,S0,tcp,227,12,255,0,0.08,0,1
49600,20,1276,10,10,644,private,S0,tcp,41,13,255,0.05,0.09,0,1
49601,20,1276,10,10,644,eco_i,SF,icmp,1,1,1,1,0,0,1
49603,20,1276,10,10,644,smtp,SF,tcp,1,1,135,0.51,0.04,331,0
49602,20,1276,10,10,644,http,SF,tcp,60,60,255,1,0,773,0
49607,18,1152,10,8,644,domain_u,SF,udp,302,302,255,1,0.01,72,0
49605,18,1152,10,8,644,netbios_ns,S0,tcp,221,5,255,0.02,0.08,0,1
49606,18,1152,10,8,644,http,SF,tcp,4,5,137,1,0,259,0
49604,18,1152,10,8,644,iso_tsap,S0,tcp,273,19,255,0.07,0.07,0,1
49608,18,1152,10,8,644,http,SF,tcp,4,5,255,0.92,0.01,1380,0
49609,18,1152,10,8,644,eco_i,SF,icmp,8,1,255,0.02,0.01,0,0
49610,18,1152,10,8,644,supdup,S0,tcp,203,16,255,0.06,0.07,0,1
49611,18,1152,10,8,644,vmnet,S0,tcp,245,11,255,0.02,0.07,0,1
49612,20,1276,10,10,644,http,REJ,tcp,1,1,9,1,0,0,0
49613,20,1276,10,10,644,telnet,S0,tcp,288,20,255,0.07,0.07,0,1
49614,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,16118,0
49615,20,1276,10,10,644,domain_u,SF,udp,131,133,255,0.89,0.01,43,0
49616,20,1276,10,10,644,http,SF,tcp,3,5,56,1,0,1231,0
49617,20,1276,10,10,644,domain_u,SF,udp,68,147,255,1,0,132,0
49619,20,1276,10,10,644,other,SF,udp,1,1,255,0.01,0.58,105,0
49618,20,1276,10,10,644,nnsp,S0,tcp,98,12,255,0.05,0.05,0,1
49622,18,1152,10,8,644,auth,S0,tcp,265,11,255,0.04,0.07,0,1
49620,18,1152,10,8,644,login,S0,tcp,2,1,255,0,0.07,0,1
